customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02804,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),75.22,3490.25,No
CUST-02805,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.76,639.9,Yes
CUST-02806,Male,0,No,Yes,58,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.19,4341.95,No
CUST-02807,Male,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.79,2726.5,No
CUST-02808,Male,1,Yes,No,57,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,26.73,1538.49,No
CUST-02809,Female,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,100.54,701.51,No
CUST-02810,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,24.61,911.87,No
CUST-02811,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,81.17,4835.67,Yes
CUST-02812,Male,1,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,116.85,6309.55,No
CUST-02813,Female,1,Yes,Yes,15,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),26.76,408.42,No
CUST-02814,Female,0,No,Yes,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,40.01,1733.01,No
CUST-02815,Female,0,No,Yes,12,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.08,1137.77,No
CUST-02816,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),27.69,229.39,No
CUST-02817,Male,1,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),101.27,4008.52,No
CUST-02818,Male,0,No,No,34,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,18.03,630.04,No
CUST-02819,Female,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,106.99,4694.32,No
CUST-02820,Female,0,No,Yes,29,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),24.68,745.88,Yes
CUST-02821,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.2,1710.58,No
CUST-02822,Male,0,No,Yes,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),104.46,537.68,Yes
CUST-02823,Female,1,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),71.96,344.23,No
CUST-02824,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),95.79,2824.0,No
CUST-02825,Female,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.49,1291.52,No
CUST-02826,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,31.51,160.05,No
CUST-02827,Male,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.93,728.29,No
CUST-02828,Male,0,No,No,49,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,71.75,3463.32,No
CUST-02829,Male,0,No,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,104.82,5328.0,No
CUST-02830,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.27,1004.55,No
CUST-02831,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,84.52,3913.55,Yes
CUST-02832,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,85.99,2937.47,No
CUST-02833,Male,0,Yes,No,71,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),105.76,7259.77,No
CUST-02834,Male,1,No,No,47,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,95.68,4652.82,Yes
CUST-02835,Male,1,No,No,60,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,115.7,7196.87,No
CUST-02836,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,20.0,213.48,No
CUST-02837,Male,0,Yes,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.78,1922.82,No
CUST-02838,Male,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,111.04,442.6,Yes
CUST-02839,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.22,4005.52,No
CUST-02840,Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,44.74,2513.56,No
CUST-02841,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,115.42,7104.43,No
CUST-02842,Male,0,Yes,No,62,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.99,6744.99,No
CUST-02843,Male,0,Yes,Yes,25,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),24.47,589.86,No
CUST-02844,Female,1,Yes,No,33,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.13,3401.04,Yes
CUST-02845,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.45,1896.86,No
CUST-02846,Female,0,No,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),40.12,2296.5,No
CUST-02847,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),84.92,1245.11,No
CUST-02848,Male,0,No,Yes,41,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,115.02,4577.88,No
CUST-02849,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),85.59,5899.29,No
CUST-02850,Female,0,Yes,Yes,60,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.38,5967.1,Yes
CUST-02851,Male,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,27.94,624.02,Yes
CUST-02852,Male,0,Yes,No,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),90.75,4019.96,No
CUST-02853,Female,0,No,No,32,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),38.48,1284.86,No
CUST-02854,Female,0,No,No,13,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),25.19,337.17,No
CUST-02855,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,73.21,2895.78,Yes
CUST-02856,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,93.06,2419.41,No
CUST-02857,Male,1,No,No,5,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.67,346.6,Yes
CUST-02858,Male,1,No,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.16,5202.73,No
CUST-02859,Male,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,87.57,427.71,No
CUST-02860,Male,0,No,No,71,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),29.76,2137.04,No
CUST-02861,Female,0,Yes,No,48,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),111.45,5261.45,Yes
CUST-02862,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),33.29,579.21,No
CUST-02863,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.83,582.71,No
CUST-02864,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.85,2273.25,No
CUST-02865,Male,1,No,No,42,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),117.86,4710.85,No
CUST-02866,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),51.22,2554.09,No
CUST-02867,Female,0,No,Yes,11,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),67.59,743.44,No
CUST-02868,Female,0,No,No,26,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,64.68,1654.38,No
CUST-02869,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,28.19,608.69,No
CUST-02870,Female,0,No,No,66,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),67.4,4517.04,No
CUST-02871,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),32.95,1261.13,Yes
CUST-02872,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,98.2,5523.88,No
CUST-02873,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,113.83,5710.43,No
CUST-02874,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.81,2068.12,No
CUST-02875,Female,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,61.11,3474.66,No
CUST-02876,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),18.24,95.1,Yes
CUST-02877,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,21.66,288.99,No
CUST-02878,Male,0,No,No,24,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.5,1555.73,No
CUST-02879,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,85.95,5778.13,No
CUST-02880,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),99.95,5398.52,No
CUST-02881,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,77.95,3758.29,No
CUST-02882,Male,0,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.83,5620.47,No
CUST-02883,Male,0,Yes,No,60,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,67.38,3955.29,No
CUST-02884,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.0,224.91,No
CUST-02885,Male,0,No,Yes,9,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,41.01,359.72,No
CUST-02886,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.97,1265.4,Yes
CUST-02887,Female,1,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,86.31,358.06,No
CUST-02888,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),78.16,700.27,No
CUST-02889,Male,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.96,53.28,No
CUST-02890,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),29.2,1036.06,No
CUST-02891,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,52.26,608.11,Yes
CUST-02892,Female,1,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.42,406.4,No
CUST-02893,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.08,730.54,No
CUST-02894,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),50.3,933.57,No
CUST-02895,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),55.98,1384.52,No
CUST-02896,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,75.51,75.82,No
CUST-02897,Male,0,No,No,16,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.13,1161.83,Yes
CUST-02898,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),76.83,1127.12,No
CUST-02899,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,67.16,4013.3,No
CUST-02900,Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),66.81,334.83,No
CUST-02901,Female,1,No,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,100.12,4325.97,No
CUST-02902,Male,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,64.76,3492.03,No
CUST-02903,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),71.6,5261.61,No
CUST-02904,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),116.82,789.62,Yes
CUST-02905,Male,1,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),36.11,993.97,No
CUST-02906,Female,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),90.64,1201.47,No
CUST-02907,Male,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.32,1098.98,No
CUST-02908,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),101.05,4291.92,Yes
CUST-02909,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,58.4,731.27,No
CUST-02910,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.3,247.28,No
CUST-02911,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),38.78,1243.93,Yes
CUST-02912,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,105.22,425.23,Yes
CUST-02913,Female,0,No,Yes,26,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),89.83,2421.03,No
CUST-02914,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),25.69,1763.18,Yes
CUST-02915,Male,0,No,No,16,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,89.35,1497.36,No
CUST-02916,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,21.5,479.88,Yes
CUST-02917,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),36.16,1277.63,Yes
CUST-02918,Female,0,Yes,Yes,58,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),77.28,4640.22,No
CUST-02919,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.35,3472.33,No
CUST-02920,Male,0,No,No,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,102.05,3740.18,Yes
CUST-02921,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.79,1965.36,Yes
CUST-02922,Male,1,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,114.5,7301.07,No
CUST-02923,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.52,1804.4,Yes
CUST-02924,Female,0,Yes,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,52.02,2869.74,Yes
CUST-02925,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,101.42,5605.28,Yes
CUST-02926,Female,1,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),104.99,6348.72,Yes
CUST-02927,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),114.97,1411.92,No
CUST-02928,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.26,206.87,No
CUST-02929,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,105.47,1390.23,No
CUST-02930,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.99,889.4,Yes
CUST-02931,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,70.81,1947.86,Yes
CUST-02932,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),59.47,4117.02,No
CUST-02933,Male,0,Yes,No,45,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),109.99,4775.8,Yes
CUST-02934,Male,0,Yes,No,67,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,58.52,3744.58,No
CUST-02935,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,77.6,1626.91,No
CUST-02936,Female,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),87.19,3516.89,No
CUST-02937,Male,1,No,Yes,20,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),19.9,393.19,No
CUST-02938,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,77.09,3873.26,No
CUST-02939,Male,1,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),69.8,1237.96,No
CUST-02940,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.4,5392.49,No
CUST-02941,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.57,158.24,No
CUST-02942,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.56,957.3,No
CUST-02943,Male,1,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.75,411.79,No
CUST-02944,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2709.4,No
CUST-02945,Female,0,No,No,55,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.65,2951.49,No
CUST-02946,Male,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,61.4,3464.86,No
CUST-02947,Female,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),57.02,2130.49,No
CUST-02948,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,89.44,1387.65,No
CUST-02949,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,43.95,2939.82,Yes
CUST-02950,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,24.84,957.62,No
CUST-02951,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.82,2953.96,No
CUST-02952,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,90.78,1453.68,No
CUST-02953,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,109.5,1992.53,No
CUST-02954,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,23.08,436.39,No
CUST-02955,Male,0,Yes,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,99.05,4333.98,Yes
CUST-02956,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.62,51.28,No
CUST-02957,Male,0,No,No,58,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,51.07,3055.82,No
CUST-02958,Male,1,No,No,10,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.23,196.49,Yes
CUST-02959,Male,1,Yes,No,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),109.15,4916.35,Yes
CUST-02960,Male,0,Yes,Yes,19,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.68,1711.98,No
CUST-02961,Male,0,Yes,Yes,38,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,54.91,2101.41,No
CUST-02962,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),55.75,2117.65,Yes
CUST-02963,Female,0,No,Yes,45,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,81.98,3773.08,No
CUST-02964,Female,0,No,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),26.96,935.76,No
CUST-02965,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),32.5,67.47,No
CUST-02966,Male,0,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,102.72,4640.15,No
CUST-02967,Male,1,Yes,No,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.23,1005.67,Yes
CUST-02968,Male,1,No,No,48,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),90.67,4514.42,Yes
CUST-02969,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),40.58,279.39,Yes
CUST-02970,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.81,753.61,No
CUST-02971,Female,0,Yes,No,71,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,108.0,7916.65,No
CUST-02972,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.17,1864.13,Yes
CUST-02973,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.53,2661.79,No
CUST-02974,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.2,2118.62,No
CUST-02975,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,73.28,1919.41,No
CUST-02976,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,58.81,819.92,No
CUST-02977,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,93.72,3407.16,No
